Entity,Code,Year,Coal Consumption - TWh
Canada,CAN,2018,181.33036388888888
Canada,CAN,2019,176.30337583333335
Canada,CAN,2020,137.56848305555556
Central America,,1965,0.0036388888888888
Central America,,1966,0.0182222222222222
Central America,,1967,0.0256388888888888
Central America,,1968,0.0188055555555555
Central America,,1969,0.033385
Central America,,1970,0.0111111111111111
Central America,,1971,0.0184444444444444
Central America,,1972,0.0805255555555555
Central America,,1973,0.1154188888888888
Central America,,1974,0.0480844444444444
Central America,,1975,0.0127222222222222
Central America,,1976,0.0076388888888888
Central America,,1977,0.0078333333333333
Central America,,1978,0.0083333333333333
Central America,,1979,0.0165833333333333
Central America,,1980,0.1716122222222222
Central America,,1981,0.1678208333333333
Central America,,1982,0.0320522222222222
Central America,,1983,0.0320522222222222
Central America,,1984,0.0088055555555555
Central America,,1985,0.2625569444444444
Central America,,1986,0.2724888888888888
Central America,,1987,0.2931902777777778
Central America,,1988,0.1507236111111111
Central America,,1989,0.3958511111111111
Central America,,1990,0.2821749999999999
Central America,,1991,0.3952955555555555
Central America,,1992,0.3645666666666666
Central America,,1993,0.4625808333333333
Central America,,1994,0.4678855555555555
Central America,,1995,0.3648444444444444
Central America,,1996,1.0093077777777777
Central America,,1997,0.4942641666666666
Central America,,1998,0.5126325
Central America,,1999,1.0215519444444443
Central America,,2000,3.022451944444444
Central America,,2001,3.2102425
Central America,,2002,4.134684722222223
Central America,,2003,4.6658333333333335
Central America,,2004,4.790347777777777
Central America,,2005,3.967878611111111
Central America,,2006,4.273199444444445
Central America,,2007,4.922616388888889
Central America,,2008,5.284979722222222
Central America,,2009,4.171286944444445
Central America,,2010,5.037053055555555
Central America,,2011,7.123475277777777
Central America,,2012,9.150419722222225
Central America,,2013,11.654133888888888
Central America,,2014,12.598408611111113
Central America,,2015,15.686936944444446
Central America,,2016,17.177046388888886
Central America,,2017,12.717293055555556
Central America,,2018,15.883395555555555
Central America,,2019,23.75123361111111
Central America,,2020,18.700211666666668
Chile,CHL,1965,13.54895
Chile,CHL,1966,13.956
Chile,CHL,1967,13.956
Chile,CHL,1968,13.956
Chile,CHL,1969,13.956
Chile,CHL,1970,14.92129
Chile,CHL,1971,14.40957
Chile,CHL,1972,11.90912
Chile,CHL,1973,12.93256
Chile,CHL,1974,12.25802
Chile,CHL,1975,9.79246
Chile,CHL,1976,9.8855
Chile,CHL,1977,10.64145
Chile,CHL,1978,10.37396
Chile,CHL,1979,11.47881
Chile,CHL,1980,12.6767
Chile,CHL,1981,12.65344
Chile,CHL,1982,8.43175
Chile,CHL,1983,10.10647
Chile,CHL,1984,13.63036
Chile,CHL,1985,13.64199
Chile,CHL,1986,12.95582
Chile,CHL,1987,13.35124
Chile,CHL,1988,18.608
Chile,CHL,1989,25.14406
Chile,CHL,1990,30.291498055555557
Chile,CHL,1991,24.885873888888888
Chile,CHL,1992,21.51782611111111
Chile,CHL,1993,21.70972111111111
Chile,CHL,1994,25.605771111111117
Chile,CHL,1995,27.60496805555556
Chile,CHL,1996,38.25276805555555
Chile,CHL,1997,49.79768277777778
Chile,CHL,1998,46.85378111111111
Chile,CHL,1999,48.35056194444444
Chile,CHL,2000,37.36370111111111
Chile,CHL,2001,29.314578055555558
Chile,CHL,2002,29.547178055555555
Chile,CHL,2003,28.250433055555558
Chile,CHL,2004,32.72340694444445
Chile,CHL,2005,32.07010833333333
Chile,CHL,2006,40.03847388888889
Chile,CHL,2007,47.52157055555556
Chile,CHL,2008,50.81752055555556
Chile,CHL,2009,46.45757583333333
Chile,CHL,2010,52.22916694444445
Chile,CHL,2011,66.9864738888889
Chile,CHL,2012,78.09893888888888
Chile,CHL,2013,87.78789194444445
Chile,CHL,2014,88.55779805555557
Chile,CHL,2015,85.05484194444445
Chile,CHL,2016,86.26053027777778
Chile,CHL,2017,89.68966333333333
Chile,CHL,2018,86.56167833333333
Chile,CHL,2019,87.08457944444444
Chile,CHL,2020,83.4698361111111
China,CHN,1965,1330.7045999999998
China,CHN,1966,1423.5120000000002
China,CHN,1967,1265.344
China,CHN,1968,1255.9236999999998
China,CHN,1969,1516.61015
China,CHN,1970,1929.6496
China,CHN,1971,2224.87715
China,CHN,1972,2352.92345
China,CHN,1973,2383.74295
China,CHN,1974,2358.564
China,CHN,1975,2658.21095
China,CHN,1976,2723.1645
China,CHN,1977,2995.5391
China,CHN,1978,3289.1966
China,CHN,1979,3402.7054000000003
China,CHN,1980,3539.019211111111
China,CHN,1981,3520.195022222222
China,CHN,1982,3724.837861111111
China,CHN,1983,3989.004519444444
China,CHN,1984,4338.2664444444445
China,CHN,1985,4736.2644666666665
China,CHN,1986,4951.4239333333335
China,CHN,1987,5372.241830555556
China,CHN,1988,5771.223611111112
China,CHN,1989,6046.901805555555
China,CHN,1990,6134.517038888889
China,CHN,1991,6433.427775
China,CHN,1992,6731.497055555556
China,CHN,1993,7170.356711111111
China,CHN,1994,7641.667286111111
China,CHN,1995,7736.850533333333
China,CHN,1996,8095.389511111111
China,CHN,1997,7931.912472222222
China,CHN,1998,7871.716708333333
China,CHN,1999,8099.032736111111
China,CHN,2000,8211.406205555555
China,CHN,2001,8635.75475
China,CHN,2002,9467.457536111113
China,CHN,2003,11283.058577777776
China,CHN,2004,13155.279702777778
China,CHN,2005,15405.10573888889
China,CHN,2006,16918.38173888889
China,CHN,2007,18423.91293611111
China,CHN,2008,18715.920622222224
China,CHN,2009,19605.601269444443
China,CHN,2010,20340.27588888889
China,CHN,2011,22141.80533055555
China,CHN,2012,22420.23367222222
China,CHN,2013,22900.31911388889
China,CHN,2014,22914.659941666665
China,CHN,2015,22482.439180555557
China,CHN,2016,22281.407419444447
China,CHN,2017,22385.4434
China,CHN,2018,22530.484722222223
China,CHN,2019,22719.16327222222
China,CHN,2020,22852.90616111111
Colombia,COL,1965,23.42282
Colombia,COL,1966,23.42282
Colombia,COL,1967,25.7023
Colombia,COL,1968,23.41119
Colombia,COL,1969,24.99287
Colombia,COL,1970,26.08609
Colombia,COL,1971,20.28629027777778
Colombia,COL,1972,21.07747944444444
Colombia,COL,1973,21.46532805555556
Colombia,COL,1974,25.957380833333332
Colombia,COL,1975,26.38457277777778
Colombia,COL,1976,25.805707777777776
Colombia,COL,1977,26.45463277777778
Colombia,COL,1978,26.738810277777777
Colombia,COL,1979,26.97199361111111
Colombia,COL,1980,28.28711222222222
Colombia,COL,1981,28.820011666666662
Colombia,COL,1982,30.008259166666665
Colombia,COL,1983,33.07452861111111
Colombia,COL,1984,34.43384
Colombia,COL,1985,35.5147275
Colombia,COL,1986,35.06842972222223
Colombia,COL,1987,44.09428388888889
Colombia,COL,1988,35.174640833333335
Colombia,COL,1989,40.75338555555555
Colombia,COL,1990,18.581999444444445
Colombia,COL,1991,23.36885611111111
Colombia,COL,1992,39.08699194444444
Colombia,COL,1993,40.982128333333335
Colombia,COL,1994,46.90854194444445
Colombia,COL,1995,41.97690861111112
Colombia,COL,1996,32.54101305555555
Colombia,COL,1997,38.54059888888889
Colombia,COL,1998,36.652991666666665
Colombia,COL,1999,29.27204944444444
Colombia,COL,2000,31.437815277777776
Colombia,COL,2001,30.958420277777776
Colombia,COL,2002,25.461408888888887
Colombia,COL,2003,28.224831666666667
Colombia,COL,2004,24.69871583333333
Colombia,COL,2005,15.562341944444444
Colombia,COL,2006,44.33004361111112
Colombia,COL,2007,39.03193888888889
Colombia,COL,2008,51.64210027777778
Colombia,COL,2009,47.50083416666666
Colombia,COL,2010,55.90734055555556
Colombia,COL,2011,45.26642777777778
Colombia,COL,2012,54.56033833333333
Colombia,COL,2013,58.6899975
Colombia,COL,2014,62.16691583333333
Colombia,COL,2015,57.77997388888888
Colombia,COL,2016,63.54703333333333
Colombia,COL,2017,48.42813777777778
Colombia,COL,2018,45.46259416666666
Colombia,COL,2019,56.53692944444444
Colombia,COL,2020,74.48115416666666
Croatia,HRV,1990,9.403425
Croatia,HRV,1991,5.287114166666666
Croatia,HRV,1992,4.647324722222222
Croatia,HRV,1993,3.9496527777777777
Croatia,HRV,1994,2.4721891666666664
Croatia,HRV,1995,2.032470555555556
Croatia,HRV,1996,1.6641833333333331
Croatia,HRV,1997,2.829113888888889
Croatia,HRV,1998,2.704858888888889
Croatia,HRV,1999,2.39899
Croatia,HRV,2000,5.020659444444444
Croatia,HRV,2001,5.588970833333333
Croatia,HRV,2002,6.793734166666666
Croatia,HRV,2003,7.555883055555555
Croatia,HRV,2004,8.023571944444443
Croatia,HRV,2005,7.951140277777777
Croatia,HRV,2006,7.381305277777778
Croatia,HRV,2007,8.01364
Croatia,HRV,2008,8.246867777777778
Croatia,HRV,2009,5.893176944444444
Croatia,HRV,2010,7.939812499999999
Croatia,HRV,2011,8.172656944444444
Croatia,HRV,2012,7.329214444444444
Croatia,HRV,2013,7.852052777777778
Croatia,HRV,2014,7.521074444444444
Croatia,HRV,2015,7.044465555555555
Croatia,HRV,2016,7.570932222222223
Croatia,HRV,2017,4.562844444444445
Croatia,HRV,2018,4.248253055555556
Croatia,HRV,2019,4.899963333333333
Croatia,HRV,2020,4.060414722222222
Cyprus,CYP,1965,0
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,1.08159
Cyprus,CYP,1986,0.6629099999999999
Cyprus,CYP,1987,1.40723
Cyprus,CYP,1988,0.84899
Cyprus,CYP,1989,0.75595
Cyprus,CYP,1990,0.70943
Cyprus,CYP,1991,0.52335
Cyprus,CYP,1992,0.96529
Cyprus,CYP,1993,0.8141
Cyprus,CYP,1994,1.11648
Cyprus,CYP,1995,1.24441
Cyprus,CYP,1996,1.163
Cyprus,CYP,1997,0.8838799999999999
Cyprus,CYP,1998,0.16282
Cyprus,CYP,1999,0.27912
Cyprus,CYP,2000,0.41868
Cyprus,CYP,2001,0.61639
Cyprus,CYP,2002,0.5117200000000001
Cyprus,CYP,2003,0.5117200000000001
Cyprus,CYP,2004,0.5117200000000001
Cyprus,CYP,2005,0.5117200000000001
Cyprus,CYP,2006,0.3509561111111111
Cyprus,CYP,2007,0.3187186111111111
Cyprus,CYP,2008,0.2606911111111111
Cyprus,CYP,2009,0.1381886111111111
Cyprus,CYP,2010,0.1704261111111111
Cyprus,CYP,2011,0.0801611111111111
Cyprus,CYP,2012,0.0027777777777777
Cyprus,CYP,2013,0.0027777777777777
Cyprus,CYP,2014,0.0257777777777777
Cyprus,CYP,2015,0.038685
Cyprus,CYP,2016,0.0051666666666666
Cyprus,CYP,2017,0.0346891666666666
Cyprus,CYP,2018,0.1583011111111111
Cyprus,CYP,2019,0.1943486111111111
Cyprus,CYP,2020,0.1620927777777777
Czechia,CZE,1965,410.84138
Czechia,CZE,1966,409.63186
Czechia,CZE,1967,396.14106
Czechia,CZE,1968,410.06217
Czechia,CZE,1969,426.20461
Czechia,CZE,1970,431.473
Czechia,CZE,1971,449.53439
Czechia,CZE,1972,443.12626
Czechia,CZE,1973,433.60129
Czechia,CZE,1974,431.99635
Czechia,CZE,1975,441.21894
Czechia,CZE,1976,449.82514
Czechia,CZE,1977,459.54782
Czechia,CZE,1978,461.33884
Czechia,CZE,1979,461.4784
Czechia,CZE,1980,447.18513
Czechia,CZE,1981,445.37085
Czechia,CZE,1982,448.82496
Czechia,CZE,1983,446.30125
Czechia,CZE,1984,454.70974
Czechia,CZE,1985,444.83587
Czechia,CZE,1986,442.82388
Czechia,CZE,1987,437.67179
Czechia,CZE,1988,442.80062
Czechia,CZE,1989,425.75104
Czechia,CZE,1990,345.9444563888889
Czechia,CZE,1991,316.91354583333333
Czechia,CZE,1992,295.92254722222225
Czechia,CZE,1993,287.8798788888889
Czechia,CZE,1994,272.4666863888889
Czechia,CZE,1995,272.7238138888889
Czechia,CZE,1996,272.1186586111111
Czechia,CZE,1997,255.68046777777775
Czechia,CZE,1998,237.00223416666665
Czechia,CZE,1999,215.94420027777772
Czechia,CZE,2000,246.71695916666667
Czechia,CZE,2001,242.13038944444443
Czechia,CZE,2002,237.63068444444448
Czechia,CZE,2003,241.521815
Czechia,CZE,2004,241.88833444444444
Czechia,CZE,2005,233.6969183333333
Czechia,CZE,2006,241.97526861111112
Czechia,CZE,2007,241.5147438888889
Czechia,CZE,2008,229.04960527777777
Czechia,CZE,2009,211.57612333333336
Czechia,CZE,2010,218.38116194444444
Czechia,CZE,2011,214.98866777777772
Czechia,CZE,2012,206.14917
Czechia,CZE,2013,196.50450388888888
Czechia,CZE,2014,190.43583055555555
Czechia,CZE,2015,189.8611572222222
Czechia,CZE,2016,191.20720166666663
Czechia,CZE,2017,181.33077333333333
Czechia,CZE,2018,180.1986625
Czechia,CZE,2019,167.23594583333335
Czechia,CZE,2020,135.8547475
Denmark,DNK,1965,43.00890305555556
Denmark,DNK,1966,48.744818888888894
Denmark,DNK,1967,41.733091944444446
Denmark,DNK,1968,37.392776111111104
Denmark,DNK,1969,34.154983888888886
Denmark,DNK,1970,27.31887
Denmark,DNK,1971,16.718125
Denmark,DNK,1972,17.079818055555556
Denmark,DNK,1973,26.17796694444445
Denmark,DNK,1974,24.72886888888889
Denmark,DNK,1975,23.857781944444444
Denmark,DNK,1976,33.14666305555556
Denmark,DNK,1977,38.13011805555556
Denmark,DNK,1978,42.00872305555555
Denmark,DNK,1979,50.09738805555556
Denmark,DNK,1980,71.49775111111111
Denmark,DNK,1981,57.14400499999999
Denmark,DNK,1982,68.93217305555555
Denmark,DNK,1983,65.83045194444445
Denmark,DNK,1984,69.38574305555555
Denmark,DNK,1985,84.56987111111111
Denmark,DNK,1986,85.54562805555555
Denmark,DNK,1987,83.97092611111111
Denmark,DNK,1988,78.56762805555556
Denmark,DNK,1989,64.56976
Denmark,DNK,1990,70.83367805555555
Denmark,DNK,1991,96.07426694444445
Denmark,DNK,1992,80.02486694444444
Denmark,DNK,1993,83.94417694444445
Denmark,DNK,1994,90.27089694444444
Denmark,DNK,1995,75.46009194444443
Denmark,DNK,1996,103.72331805555557
Denmark,DNK,1997,77.10806305555555
Denmark,DNK,1998,65.5315611111111
Denmark,DNK,1999,55.05293111111111
Denmark,DNK,2000,46.18273
Denmark,DNK,2001,48.815761944444446
Denmark,DNK,2002,48.87391194444445
Denmark,DNK,2003,66.68293111111112
Denmark,DNK,2004,51.11385
Denmark,DNK,2005,43.126415
Denmark,DNK,2006,65.44173611111111
Denmark,DNK,2007,54.10831111111112
Denmark,DNK,2008,47.655034444444446
Denmark,DNK,2009,46.88334611111111
Denmark,DNK,2010,44.57366583333334
Denmark,DNK,2011,37.66049861111111
Denmark,DNK,2012,28.76318388888889
Denmark,DNK,2013,37.634811388888885
Denmark,DNK,2014,30.54402888888889
Denmark,DNK,2015,20.10075722222222
Denmark,DNK,2016,24.35453083333333
Denmark,DNK,2017,18.219667222222224
Denmark,DNK,2018,18.55591111111111
Denmark,DNK,2019,10.576768611111111
Denmark,DNK,2020,9.086309444444444
Eastern Africa,,1965,21.08089333333333
Eastern Africa,,1966,24.5304
Eastern Africa,,1967,24.7700775
Eastern Africa,,1968,26.105836944444444
Eastern Africa,,1969,25.32352138888889
Eastern Africa,,1970,28.672851388888887
Eastern Africa,,1971,29.232458333333334
Eastern Africa,,1972,27.273220277777774
Eastern Africa,,1973,29.95436694444444
Eastern Africa,,1974,27.579936666666665
Eastern Africa,,1975,25.063856388888887
Eastern Africa,,1976,33.091297222222224
Eastern Africa,,1977,26.95910027777778
Eastern Africa,,1978,26.370521666666665
Eastern Africa,,1979,25.88784111111111
Eastern Africa,,1980,26.920055833333333
Eastern Africa,,1981,25.280450833333333
Eastern Africa,,1982,24.409918055555558
Eastern Africa,,1983,27.03195222222222
Eastern Africa,,1984,25.465956666666663
Eastern Africa,,1985,27.17569194444444
Eastern Africa,,1986,31.51643361111111
Eastern Africa,,1987,37.38234916666667
Eastern Africa,,1988,37.63519361111111
Eastern Africa,,1989,37.01012083333333
Eastern Africa,,1990,52.36459333333333
Eastern Africa,,1991,43.00038472222222
Eastern Africa,,1992,43.9729475
Eastern Africa,,1993,52.99696944444444
Eastern Africa,,1994,47.42919
Eastern Africa,,1995,46.153819166666665
Eastern Africa,,1996,42.75964583333333
Eastern Africa,,1997,47.47858555555556
Eastern Africa,,1998,44.96961222222222
Eastern Africa,,1999,38.26788972222222
Eastern Africa,,2000,35.449979166666665
Eastern Africa,,2001,37.52689916666667
Eastern Africa,,2002,35.580661944444444
Eastern Africa,,2003,29.20641527777778
Eastern Africa,,2004,35.75290944444444
Eastern Africa,,2005,32.936967777777774
Eastern Africa,,2006,26.82607444444444
Eastern Africa,,2007,27.77558361111111
Eastern Africa,,2008,20.59841833333333
Eastern Africa,,2009,23.60401972222222
Eastern Africa,,2010,31.153973055555557
Eastern Africa,,2011,34.903663333333334
Eastern Africa,,2012,28.722093333333333
Eastern Africa,,2013,43.40089055555556
Eastern Africa,,2014,66.82422666666666
Eastern Africa,,2015,56.23839583333333
Eastern Africa,,2016,45.849105277777774
Eastern Africa,,2017,55.797045
Eastern Africa,,2018,64.12727055555555
Eastern Africa,,2019,54.36232638888889
Eastern Africa,,2020,56.51086055555556
Ecuador,ECU,1965,0
Ecuador,ECU,1966,0
Ecuador,ECU,1967,0
Ecuador,ECU,1968,0
Ecuador,ECU,1969,0
Ecuador,ECU,1970,0
Ecuador,ECU,1971,0
Ecuador,ECU,1972,0
Ecuador,ECU,1973,0
Ecuador,ECU,1974,0
Ecuador,ECU,1975,0
Ecuador,ECU,1976,0
Ecuador,ECU,1977,0
Ecuador,ECU,1978,0
Ecuador,ECU,1979,0
Ecuador,ECU,1980,0
Ecuador,ECU,1981,0
Ecuador,ECU,1982,0
Ecuador,ECU,1983,0
Ecuador,ECU,1984,0
Ecuador,ECU,1985,0
Ecuador,ECU,1986,0
Ecuador,ECU,1987,0
Ecuador,ECU,1988,0
Ecuador,ECU,1989,0
Ecuador,ECU,1990,0
Ecuador,ECU,1991,0
Ecuador,ECU,1992,0
Ecuador,ECU,1993,0
Ecuador,ECU,1994,0
Ecuador,ECU,1995,0
Ecuador,ECU,1996,0
Ecuador,ECU,1997,0
Ecuador,ECU,1998,0
Ecuador,ECU,1999,0
Ecuador,ECU,2000,0
Ecuador,ECU,2001,0
Ecuador,ECU,2002,0
Ecuador,ECU,2003,0
Ecuador,ECU,2004,0
Ecuador,ECU,2005,0
Ecuador,ECU,2006,0
Ecuador,ECU,2007,0
Ecuador,ECU,2008,0
Ecuador,ECU,2009,0
Ecuador,ECU,2010,0
Ecuador,ECU,2011,0
Ecuador,ECU,2012,0
Ecuador,ECU,2013,0
Ecuador,ECU,2014,0
Ecuador,ECU,2015,0
Ecuador,ECU,2016,0
Ecuador,ECU,2017,0
Ecuador,ECU,2018,0
Ecuador,ECU,2019,0
Ecuador,ECU,2020,0
Egypt,EGY,1965,4.68689
Egypt,EGY,1966,3.18662
Egypt,EGY,1967,4.90786
Egypt,EGY,1968,5.10557
Egypt,EGY,1969,5.51262
Egypt,EGY,1970,5.08231
Egypt,EGY,1971,4.170669166666666
Egypt,EGY,1972,3.6906875
Egypt,EGY,1973,3.214671666666667
Egypt,EGY,1974,5.613138055555555
Egypt,EGY,1975,6.708463055555555
Egypt,EGY,1976,6.561646111111111
Egypt,EGY,1977,7.483579444444445
Egypt,EGY,1978,7.1691972222222216
Egypt,EGY,1979,7.952140555555555
Egypt,EGY,1980,6.4020825
Egypt,EGY,1981,8.251322222222223
Egypt,EGY,1982,8.52677861111111
Egypt,EGY,1983,8.087850833333333
Egypt,EGY,1984,8.201476111111111
Egypt,EGY,1985,8.659639722222222
Egypt,EGY,1986,8.706915833333332
Egypt,EGY,1987,9.210785555555557
Egypt,EGY,1988,10.068684166666667
Egypt,EGY,1989,10.304738333333331
Egypt,EGY,1990,8.828414444444443
Egypt,EGY,1991,9.086646944444444
Egypt,EGY,1992,9.30814027777778
Egypt,EGY,1993,11.212320277777778
Egypt,EGY,1994,12.06716
Egypt,EGY,1995,8.074232222222221
Egypt,EGY,1996,11.097346111111111
Egypt,EGY,1997,9.39237638888889
Egypt,EGY,1998,9.24011638888889
Egypt,EGY,1999,8.3992675
Egypt,EGY,2000,10.111238333333333
Egypt,EGY,2001,8.894670555555555
Egypt,EGY,2002,9.542124166666666
Egypt,EGY,2003,9.894048055555556
Egypt,EGY,2004,10.1125175
Egypt,EGY,2005,9.894048055555556
Egypt,EGY,2006,9.899572222222222
Egypt,EGY,2007,8.999108055555556
Egypt,EGY,2008,8.098236388888889
Egypt,EGY,2009,7.197783611111111
Egypt,EGY,2010,5.396436388888889
Egypt,EGY,2011,5.1263644444444445
Egypt,EGY,2012,4.5418175
Egypt,EGY,2013,4.487144722222222
Egypt,EGY,2014,4.524069999999999
Egypt,EGY,2015,9.319224722222224
Egypt,EGY,2016,14.169939166666666
Egypt,EGY,2017,13.95177611111111
Egypt,EGY,2018,24.967525
Egypt,EGY,2019,22.940760833333336
Egypt,EGY,2020,8.72469361111111
Estonia,EST,1985,67.52030277777777
Estonia,EST,1986,68.3415161111111
Estonia,EST,1987,68.93121083333332
Estonia,EST,1988,65.7542325
Estonia,EST,1989,68.0705386111111
Estonia,EST,1990,64.79840583333333
Estonia,EST,1991,57.968537222222224
Estonia,EST,1992,50.65590722222222
Estonia,EST,1993,37.21687222222221
Estonia,EST,1994,37.602918333333335
Estonia,EST,1995,36.64365277777778
Estonia,EST,1996,38.09568166666666
Estonia,EST,1997,37.73448861111111
Estonia,EST,1998,34.21202916666667
Estonia,EST,1999,31.14073222222222
Estonia,EST,2000,32.898025277777776
Estonia,EST,2001,32.44533916666666
Estonia,EST,2002,31.63801944444444
Estonia,EST,2003,36.58299083333333
Estonia,EST,2004,37.51565861111112
Estonia,EST,2005,35.96511222222222
Estonia,EST,2006,34.082168611111115
Estonia,EST,2007,41.081695833333335
Estonia,EST,2008,39.10934083333333
Estonia,EST,2009,35.50218
Estonia,EST,2010,45.45873916666667
Estonia,EST,2011,48.48977305555556
Estonia,EST,2012,45.36879277777777
Estonia,EST,2013,48.71905861111111
Estonia,EST,2014,49.14935694444445
Estonia,EST,2015,44.45309305555555
Estonia,EST,2016,44.91085
Estonia,EST,2017,49.56178
Estonia,EST,2018,53.41017027777778
Estonia,EST,2019,34.41469361111111
Estonia,EST,2020,27.02351361111111
Europe,,1965,6094.770669444444
Europe,,1966,5847.718363888888
Europe,,1967,5658.220525
Europe,,1968,5745.591538888889
Europe,,1969,5820.681513888889
Europe,,1970,5725.027188888889
Europe,,1971,5480.057666666667
Europe,,1972,5293.953986111111
Europe,,1973,5378.126622222222
Europe,,1974,5329.304616666666
Europe,,1975,5204.392188888889
Europe,,1976,5449.987861111111
Europe,,1977,5436.553
Europe,,1978,5536.944897222222
Europe,,1979,5778.368111111111
Europe,,1980,5886.537905555555
Europe,,1981,5786.848647222222
Europe,,1982,5819.369511111111
Europe,,1983,5900.382008333333
Europe,,1984,5890.333077777777
Europe,,1985,7239.4032777777775
Europe,,1986,7178.008122222223
Europe,,1987,7235.801652777777
Europe,,1988,7086.996211111111
Europe,,1989,6998.948355555555
Europe,,1990,6658.455438888889
Europe,,1991,6272.982658333333
Europe,,1992,5908.6251250000005
Europe,,1993,5519.106052777777
Europe,,1994,5201.957455555556
Europe,,1995,5146.245936111111
Europe,,1996,4999.838277777778
Europe,,1997,4862.71895
Europe,,1998,4730.781238888889
Europe,,1999,4469.112655555556
Europe,,2000,4598.958405555555
Europe,,2001,4556.94765
Europe,,2002,4554.514758333334
Europe,,2003,4735.7361388888885
Europe,,2004,4657.341130555556
Europe,,2005,4547.019511111111
Europe,,2006,4760.951769444444
Europe,,2007,4822.952361111111
Europe,,2008,4549.858061111111
Europe,,2009,4075.475083333333
Europe,,2010,4259.818519444444
Europe,,2011,4440.476097222222
Europe,,2012,4539.968494444444
Europe,,2013,4390.413136111111
Europe,,2014,4123.233783333333
Europe,,2015,3947.276238888889
Europe,,2016,3804.362813888889
Europe,,2017,3674.079180555556
Europe,,2018,3584.1618805555554
Europe,,2019,3092.850538888889
Europe,,2020,2610.5524147222222
European Union,,1965,4557.674491666667
European Union,,1966,4377.406166666667
European Union,,1967,4293.374027777778
European Union,,1968,4372.669352777778
European Union,,1969,4476.926894444444
European Union,,1970,4439.79805
European Union,,1971,4313.192580555556
European Union,,1972,4248.197897222222
European Union,,1973,4253.132222222222
European Union,,1974,4307.389013888889
European Union,,1975,4168.644486111111
European Union,,1976,4389.214308333333
European Union,,1977,4372.084563888889
European Union,,1978,4480.246930555556
European Union,,1979,4640.877408333333
European Union,,1980,4812.972236111111
European Union,,1981,4692.394875
European Union,,1982,4765.570622222222
European Union,,1983,4806.879577777778
European Union,,1984,4987.180583333334
European Union,,1985,5126.362616666666
European Union,,1986,4996.920655555555
European Union,,1987,5043.876697222222
European Union,,1988,4978.2171777777785
European Union,,1989,4990.760180555556
European Union,,1990,4539.175861111111
European Union,,1991,4277.187355555556
European Union,,1992,3982.113636111111
European Union,,1993,3804.468983333333
European Union,,1994,3716.662430555556
European Union,,1995,3670.886011111111
European Union,,1996,3678.588361111111
European Union,,1997,3568.575036111111
European Union,,1998,3409.261358333333
European Union,,1999,3248.357177777777
European Union,,2000,3292.564863888889
European Union,,2001,3283.8876111111117
European Union,,2002,3301.900777777778
European Union,,2003,3414.386611111111
European Union,,2004,3355.410752777778
European Union,,2005,3244.102233333333
European Union,,2006,3332.154902777778
European Union,,2007,3362.5197194444445
European Union,,2008,3118.163813888889
European Union,,2009,2766.5491366666665
European Union,,2010,2900.882672222222
European Union,,2011,2986.35275
European Union,,2012,2973.457066666667
European Union,,2013,2916.4667388888893
European Union,,2014,2778.250847222222
European Union,,2015,2774.2262883333333
European Union,,2016,2662.428736944444
European Union,,2017,2622.106659722222
European Union,,2018,2509.180659722222
European Union,,2019,2032.4661277777775
European Union,,2020,1641.7792605555555
Finland,FIN,1965,20.259820555555557
Finland,FIN,1966,18.804535277777777
Finland,FIN,1967,18.09189555555556
Finland,FIN,1968,21.788618888888887
Finland,FIN,1969,26.13805277777778
Finland,FIN,1970,26.567500000000003
Finland,FIN,1971,23.579444444444444
Finland,FIN,1972,26.157777777777778
Finland,FIN,1973,29.03194444444444
Finland,FIN,1974,29.58527777777778
Finland,FIN,1975,26.805
Finland,FIN,1976,36.120000000000005
Finland,FIN,1977,36.42083333333333
Finland,FIN,1978,49.094166666666666
Finland,FIN,1979,47.31305555555556
Finland,FIN,1980,53.68805555555556
Finland,FIN,1981,32.994166666666665
Finland,FIN,1982,36.59638888888889
Finland,FIN,1983,39.75083333333333
Finland,FIN,1984,45.782777777777774
Finland,FIN,1985,58.02583333333333
Finland,FIN,1986,53.055277777777775
Finland,FIN,1987,59.42694444444444
Finland,FIN,1988,59.5
Finland,FIN,1989,58.20638888888889
Finland,FIN,1990,61.2875
Finland,FIN,1991,61.211666666666666
Finland,FIN,1992,55.71361111111111
Finland,FIN,1993,63.68888888888889
Finland,FIN,1994,77.55638888888888
Finland,FIN,1995,68.605
Finland,FIN,1996,81.74694444444445
Finland,FIN,1997,77.42805555555556
Finland,FIN,1998,63.53888888888888
Finland,FIN,1999,61.56555555555556
Finland,FIN,2000,58.32722222222222
Finland,FIN,2001,70.48916666666666
Finland,FIN,2002,76.5911111111111
Finland,FIN,2003,95.5925
Finland,FIN,2004,85.87944444444445
Finland,FIN,2005,55.16888888888889
